"","_id","RFID","birthDate","sex","breed","category","birthWeight","stationname"
"26","5ab19f6df16993215800498c","942 000002765021",1970-01-01,"female","Composite","breeding","0","Belmont"
"27","5a598b9e7f1f81045c6bf0b9","942 000002765049",1970-01-01,"female","Brahman","breeding","0","Belmont"
"28","5a598b9e7f1f81045c6bf0ec","942 000002765078",1970-01-01,"female","Brahman","breeding","0","Belmont"
"29","5a598b9e7f1f81045c6bf0d5","942 000002765195",1970-01-01,"female","Belmont Red","breeding","0","Belmont"
"30","5a598b9e7f1f81045c6bf0b0","942 000002769775",1970-01-01,"female","Belmont Red","breeding","0","Belmont"
"31","5a598b9e7f1f81045c6bf0e9","942 000002770098",1970-01-01,"female","Brahman","breeding","0","Belmont"
"32","5ac4401df169931cb0007077","942 000002785521",1970-01-01,"female","Composite","breeding","0","Belmont"
"33","5a598b9e7f1f81045c6bf031","942 000002789262",1970-01-01,"female","Composite","breeding","0","Belmont"
"34","5a598b9e7f1f81045c6bf17b","942 000005109001",1970-01-01,"female","Composite","breeding","0","Belmont"
"35","5bc0173e20ba521b60004ede","942 000005122622",1970-01-01,"female","Composite","breeding","0","Belmont"
"36","5e8d7a83a4150000d9007bf4","942 000005135296",1970-01-01,"female","Composite","breeding","0","Belmont"
"37","5e8d7a83a4150000d9007bf5","942 000005135572",1970-01-01,"female","Composite","breeding","0","Belmont"
"38","5cac246e20ba524c44007155","942 000005135581",1970-01-01,"female","Composite","breeding","0","Belmont"
"39","5cae828620ba522fb4004372","942 000005155739",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"40","5a598b9e7f1f81045c6bf01d","942 000007019708",1970-01-01,"female","Composite","breeding","0","Belmont"
"41","5a598b9e7f1f81045c6bf179","942 000007026387",1970-01-01,"female","Composite","breeding","0","Belmont"
"42","5a598b9e7f1f81045c6bf11c","942 000007026410",1970-01-01,"female","Brahman","breeding","0","Belmont"
"43","5a598b9e7f1f81045c6bf10f","942 000007026430",1970-01-01,"female","Brahman","breeding","0","Belmont"
"44","5a598b9e7f1f81045c6bf164","942 000007036654",1970-01-01,"female","Belmont Red","breeding","0","Belmont"
"45","5a598b9e7f1f81045c6bf168","942 000007036667",1970-01-01,"female","Composite","breeding","0","Belmont"
"46","5a598b9e7f1f81045c6bf10a","942 000007037304",1970-01-01,"female","Brahman","breeding","0","Belmont"
"47","5a598b9e7f1f81045c6bf0f9","942 000007037805",1970-01-01,"female","Belmont Red","breeding","0","Belmont"
"48","5a598b9e7f1f81045c6bf175","942 000007038084",1970-01-01,"female","Composite","breeding","0","Belmont"
"49","5bdbfebb20ba5235f8001731","942 000007038097",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"50","5a598b9e7f1f81045c6bf101","942 000007038101",1970-01-01,"female","Belmont Red","breeding","0","Belmont"
"51","5a598b9e7f1f81045c6bf036","942 000007038107",1970-01-01,"female","Composite","breeding","0","Belmont"
"52","5e8d7ac5a4150000d9007bf7","942 000007049053",1970-01-01,"female","Composite","breeding","0","Belmont"
"53","5a598b9e7f1f81045c6bf0fd","942 000007049118",1970-01-01,"female","Belmont Red","breeding","0","Belmont"
"54","5a598b9e7f1f81045c6bf10d","942 000007133321",1970-01-01,"female","Belmont Red","breeding","0","Belmont"
"55","5a598b9e7f1f81045c6bf166","942 000007133440",1970-01-01,"female","Composite","breeding","0","Belmont"
"56","5a598b9e7f1f81045c6bf12d","942 000007133586",1970-01-01,"female","Brahman","breeding","0","Belmont"
"57","5a598b9e7f1f81045c6bf16f","942 000007133649",1970-01-01,"female","Composite","breeding","0","Belmont"
"58","5a598b9e7f1f81045c6bf03d","942 000007133876",1970-01-01,"female","Charolais","breeding","0","Belmont"
"59","5a598b9e7f1f81045c6bf169","942 000007133910",1970-01-01,"female","Composite","breeding","0","Belmont"
"60","5a598b9e7f1f81045c6bf03a","942 000007133920",1970-01-01,"female","Belmont Red","breeding","0","Belmont"
"61","5a598b9e7f1f81045c6bf128","942 000007140366",1970-01-01,"female","Brahman","breeding","0","Belmont"
"62","5a598b9e7f1f81045c6bf12b","942 000007140522",1970-01-01,"female","Brahman","breeding","0","Belmont"
"63","5a598b9e7f1f81045c6bf118","942 000007142147",1970-01-01,"female","Brahman","breeding","0","Belmont"
"64","5a598b9e7f1f81045c6bf10c","942 000007142194",1970-01-01,"female","Brahman","breeding","0","Belmont"
"65","5a598b9e7f1f81045c6beffd","942 000007192945",1970-01-01,"female","Belmont Red","breeding","0","Belmont"
"66","5a598b9e7f1f81045c6bf1af","942 000011144004",1970-01-01,"female","Bonsmara","breeding","0","Belmont"
"67","5a598b9e7f1f81045c6bf1ae","942 000011146197",1970-01-01,"female","Bonsmara","breeding","0","Belmont"
"68","5a598b9e7f1f81045c6bf296","942 000011146229",1970-01-01,"female","Bonsmara","breeding","0","Belmont"
"69","5a598b9e7f1f81045c6bf298","942 000011146282",1970-01-01,"female","Bonsmara","breeding","0","Belmont"
"70","5e8d7ac5a4150000d9007bf8","942 000011986499",1970-01-01,"female","Composite","breeding","0","Belmont"
"71","5e8d7ac5a4150000d9007bf9","942 000016000212",1970-01-01,"female","Composite","breeding","0","Belmont"
"72","5cac247220ba524c4400716b","942 000016000214",1970-01-01,"female","Composite","breeding","0","Belmont"
"73","5cac247120ba524c44007166","942 000016000230",1970-01-01,"female","Composite","breeding","0","Belmont"
"74","5e8d7ac5a4150000d9007bfa","942 000016000257",1970-01-01,"female","Composite","breeding","0","Belmont"
"75","5a598b9e7f1f81045c6bf215","942 000016000311",1970-01-01,"female","Composite","breeding","0","Belmont"
"76","5cac247220ba524c4400716a","942 000016000314",1970-01-01,"female","Composite","breeding","0","Belmont"
"77","5bdbfebb20ba5235f8001729","942 000016000383",1970-01-01,"female","Composite","breeding","0","Belmont"
"78","5cac247120ba524c44007164","942 000016000385",1970-01-01,"female","Composite","breeding","0","Belmont"
"79","5bdbfebb20ba5235f800171d","942 000016000977",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"80","5bdbfebb20ba5235f8001719","942 000016001009",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"81","5bdbfebb20ba5235f80016d8","942 000016001015",1970-01-01,"female","Composite","breeding","0","Belmont"
"82","5cac247320ba524c4400716d","942 000016021187",1970-01-01,"female","Composite","breeding","0","Belmont"
"83","5bc0173e20ba521b60004ed8","942 000016021410",1970-01-01,"female","Composite","breeding","0","Belmont"
"84","5cac246920ba524c4400713e","942 000016021561",1970-01-01,"female","Composite","breeding","0","Belmont"
"85","5e8d7ac6a4150000d9007bfb","942 000016046415",1970-01-01,"female","Composite","breeding","0","Belmont"
"86","5bdbfebb20ba5235f8001706","942 000016046435",1970-01-01,"female","Composite","breeding","0","Belmont"
"87","5cac247220ba524c4400716c","942 000016046525",1970-01-01,"female","Composite","breeding","0","Belmont"
"88","5ac4401df169931cb0007079","942 000016046528",1970-01-01,"female","Composite","breeding","0","Belmont"
"89","5cac247120ba524c44007163","942 000016046555",1970-01-01,"female","Composite","breeding","0","Belmont"
"90","5e8d7ac6a4150000d9007bfc","942 000016046608",1970-01-01,"female","Composite","breeding","0","Belmont"
"91","5a598b9e7f1f81045c6bf20a","942 000016046639",1970-01-01,"female","Composite","breeding","0","Belmont"
"92","5e8d7d0ba4150000d9007c8c","942 000016046666",1970-01-01,"female","Composite","growing","0","Belmont"
"93","5a598b9e7f1f81045c6bf214","942 000016046712",1970-01-01,"female","Composite","breeding","0","Belmont"
"94","5a598b9e7f1f81045c6bf201","942 000016046732",1970-01-01,"female","Composite","breeding","0","Belmont"
"95","5cac246920ba524c4400713c","942 000016046760",1970-01-01,"female","Composite","breeding","0","Belmont"
"96","5cac247120ba524c44007165","942 000016046761",1970-01-01,"female","Composite","breeding","0","Belmont"
"97","5a598b9e7f1f81045c6bf182","942 000016046840",1970-01-01,"female","Composite","breeding","0","Belmont"
"98","5bdbfebb20ba5235f80016fa","942 000016046853",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"99","5e8d7ac7a4150000d9007bfd","942 000016046911",1970-01-01,"female","Composite","breeding","0","Belmont"
"100","5cae828420ba522fb4004360","942 000016046919",1970-01-01,"female","Composite","breeding","0","Belmont"
"101","5cac246920ba524c4400713b","942 000016046942",1970-01-01,"female","Composite","breeding","0","Belmont"
"102","5cac247120ba524c44007167","942 000016046953",1970-01-01,"female","Composite","breeding","0","Belmont"
"103","5cac246f20ba524c4400715b","942 000016046967",1970-01-01,"female","Composite","breeding","0","Belmont"
"104","5bdbfebb20ba5235f80016e7","942 000016046975",1970-01-01,"female","Composite","breeding","0","Belmont"
"105","5a598b9e7f1f81045c6bf08a","942 000016047003",1970-01-01,"female","Composite","breeding","0","Belmont"
"106","5e8d7ac7a4150000d9007bfe","942 000016047013",1970-01-01,"female","Composite","breeding","0","Belmont"
"107","5e8d7d0aa4150000d9007c89","942 000016047076",1970-01-01,"female","Composite","growing","0","Belmont"
"108","5bc0173e20ba521b60004ee6","942 000016098137",1970-01-01,"female","Composite","breeding","0","Belmont"
"109","5a598b9e7f1f81045c6bef95","942 000016098779",1970-01-01,"female","Composite","breeding","0","Belmont"
"110","5cac247320ba524c4400716e","942 000016098857",1970-01-01,"female","Composite","breeding","0","Belmont"
"111","5a598b9e7f1f81045c6bf212","942 000016114148",1970-01-01,"female","Composite","breeding","0","Belmont"
"112","5bc0173e20ba521b60004ee3","942 000019025785",1970-01-01,"female","Composite","breeding","0","Belmont"
"113","5cae828520ba522fb400436b","942 000019026001",1970-01-01,"female","Composite","breeding","0","Belmont"
"114","5bc0173e20ba521b60004ed6","942 000019026012",1970-01-01,"female","Composite","breeding","0","Belmont"
"115","5bc0173e20ba521b60004ed4","942 000019026024",1970-01-01,"female","Composite","breeding","0","Belmont"
"116","5bdbfebb20ba5235f80016e3","942 000019026057",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"117","5bc0173e20ba521b60004edf","942 000019026108",1970-01-01,"female","Composite","breeding","0","Belmont"
"118","5bdbfebb20ba5235f8001718","942 000019026109",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"119","5ac42cfef169931cb0006fe6","942 000019026116",1970-01-01,"female","Composite","breeding","0","Belmont"
"120","5bc0173e20ba521b60004ee2","942 000019026117",1970-01-01,"female","Composite","breeding","0","Belmont"
"121","5e8d7d0aa4150000d9007c88","942 000019026118",1970-01-01,"female","Composite","growing","0","Belmont"
"122","5bdbfebb20ba5235f80016e4","942 000019026127",1970-01-01,"female","Composite","breeding","0","Belmont"
"123","5e8d7ac8a4150000d9007bff","942 000019026172",1970-01-01,"female","Composite","breeding","0","Belmont"
"124","5cef1f4c0d46417b69003766","942 000019026176",1970-01-01,"female","Composite","breeding","0","Belmont"
"125","5bdbfebb20ba5235f8001702","942 000019026185",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"126","5bc0173e20ba521b60004ee5","942 000019026188",1970-01-01,"female","Composite","breeding","0","Belmont"
"127","5ac42cfef169931cb0006fff","942 000019026209",1970-01-01,"female","Composite","breeding","0","Belmont"
"128","5bdbfebb20ba5235f8001720","942 000019026226",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"129","5bdbe06c20ba5235f80016d5","942 000019026283",1970-01-01,"female","Composite","breeding","0","Belmont"
"130","5ac42cfef169931cb0006ffa","942 000019026286",1970-01-01,"female","Composite","breeding","0","Belmont"
"131","5bc0173e20ba521b60004ee7","942 000019026317",1970-01-01,"female","Composite","breeding","0","Belmont"
"132","5bdbfebb20ba5235f8001707","942 000019026318",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"133","5cef1f470d46417b6900374a","942 000019026344",1970-01-01,"female","Composite","breeding","0","Belmont"
"134","5ac42cfef169931cb0006feb","942 000019026347",1970-01-01,"female","Composite","breeding","0","Belmont"
"135","5ac42cfef169931cb0006fec","942 000019026360",1970-01-01,"female","Composite","breeding","0","Belmont"
"136","5bc0173e20ba521b60004ed7","942 000019026365",1970-01-01,"female","Composite","breeding","0","Belmont"
"137","5ac42cfef169931cb0006ff8","942 000019026393",1970-01-01,"female","Composite","breeding","0","Belmont"
"138","5bdbfebb20ba5235f80016fd","942 000019026421",1970-01-01,"female","Composite","breeding","0","Belmont"
"139","5bdbfebb20ba5235f8001717","942 000019026434",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"140","5cae828320ba522fb4004355","942 000019026450",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"141","5bc0173e20ba521b60004ee4","942 000019026457",1970-01-01,"female","Composite","breeding","0","Belmont"
"142","5bc0173e20ba521b60004ed3","942 000019026471",1970-01-01,"female","Composite","breeding","0","Belmont"
"143","5bdbfebb20ba5235f8001709","942 000019026474",1970-01-01,"female","Composite","breeding","0","Belmont"
"144","5bdbfebb20ba5235f800170a","942 000019026478",1970-01-01,"female","Composite","breeding","0","Belmont"
"145","5bdbfebb20ba5235f800172c","942 000019026516",1970-01-01,"female","Composite","breeding","0","Belmont"
"146","5bdbfebb20ba5235f8001733","942 000019026526",1970-01-01,"female","Composite","breeding","0","Belmont"
"147","5bdbfebb20ba5235f80016ed","942 000019026532",1970-01-01,"female","Composite","breeding","0","Belmont"
"148","5bdbfebb20ba5235f800171b","942 000019026546",1970-01-01,"female","Composite","breeding","0","Belmont"
"149","5bc0173e20ba521b60004edc","942 000019026551",1970-01-01,"female","Composite","breeding","0","Belmont"
"150","5bc0173e20ba521b60004edd","942 000019026565",1970-01-01,"female","Composite","breeding","0","Belmont"
"151","5cae828720ba522fb4004374","942 000019026577",1970-01-01,"female","Composite","breeding","0","Belmont"
"152","5bdbfebb20ba5235f8001714","942 000019026611",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"153","5bdbfebb20ba5235f80016e0","942 000019026620",1970-01-01,"female","Composite","breeding","0","Belmont"
"154","5ac42cfef169931cb0006fe8","942 000019026627",1970-01-01,"female","Composite","breeding","0","Belmont"
"155","5bc0173e20ba521b60004ed5","942 000019026643",1970-01-01,"female","Composite","breeding","0","Belmont"
"156","5ac42cfef169931cb0006ff6","942 000019026659",1970-01-01,"female","Composite","breeding","0","Belmont"
"157","5cae828620ba522fb400436c","942 000019026678",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"158","5a9ddfc3f1699321380050b1","942 000019026716",1970-01-01,"female","Composite","breeding","0","Belmont"
"159","5bdbfebb20ba5235f8001721","942 000019026725",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"160","5bc0173e20ba521b60004ee0","942 000019026766",1970-01-01,"female","Composite","breeding","0","Belmont"
"161","5bc0173e20ba521b60004ee8","942 000019026787",1970-01-01,"female","Composite","breeding","0","Belmont"
"162","5ac42cfef169931cb0006ff4","942 000019026850",1970-01-01,"female","Composite","breeding","0","Belmont"
"163","5cef1f4c0d46417b69003765","942 000019026873",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"164","5bdbfebb20ba5235f800170e","942 000019026893",1970-01-01,"female","Composite","breeding","0","Belmont"
"165","5bdbfebb20ba5235f8001727","942 000019026996",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"166","5ac42cfef169931cb0006ff0","942 000019027016",1970-01-01,"female","Composite","breeding","0","Belmont"
"167","5ac42cfef169931cb0006fed","942 000019027065",1970-01-01,"female","Composite","breeding","0","Belmont"
"168","5ac42cfef169931cb0006fe7","942 000019027094",1970-01-01,"female","Composite","breeding","0","Belmont"
"169","5ac42cfef169931cb0006fee","942 000019027116",1970-01-01,"female","Composite","breeding","0","Belmont"
"170","5ac42cfef169931cb0006ff1","942 000019027129",1970-01-01,"female","Composite","breeding","0","Belmont"
"171","5bc0173e20ba521b60004eda","942 000019027152",1970-01-01,"female","Composite","breeding","0","Belmont"
"172","5bdbfebb20ba5235f8001730","942 000019027231",1970-01-01,"female","Composite","breeding","0","Belmont"
"173","5ac42cfef169931cb0007001","942 000019027310",1970-01-01,"female","Composite","breeding","0","Belmont"
"174","5ac4401df169931cb0007074","942 000019027326",1970-01-01,"male","Composite","breeding","0","Belmont"
"175","5ac42cfef169931cb0006ff7","942 000019027335",1970-01-01,"female","Composite","breeding","0","Belmont"
"176","5bc0173e20ba521b60004ed9","942 000019027338",1970-01-01,"female","Composite","breeding","0","Belmont"
"177","5cae828320ba522fb400435c","942 000019027340",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"178","5bdbfebb20ba5235f80016e9","942 000019027352",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"179","5ac42cfef169931cb0006ff9","942 000019027383",1970-01-01,"female","Composite","breeding","0","Belmont"
"180","5bdbfebb20ba5235f800170f","942 000019027424",1970-01-01,"female","Composite","breeding","0","Belmont"
"181","5cae828520ba522fb4004368","942 000019027426",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"182","5bdbfebb20ba5235f80016e8","942 000019027463",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"183","5ac42cfef169931cb0006ff2","942 000019027487",1970-01-01,"female","Composite","breeding","0","Belmont"
"184","5ac42cfef169931cb0006ffd","942 000019027488",1970-01-01,"female","Composite","breeding","0","Belmont"
"185","5ac42cfef169931cb0006ff5","942 000019084261",1970-01-01,"female","Composite","breeding","0","Belmont"
"186","5ac42cfef169931cb0006fef","942 000019711101",1970-01-01,"female","Composite","breeding","0","Belmont"
"187","5ac42cfef169931cb0006fea","942 000019749376",1970-01-01,"female","Composite","breeding","0","Belmont"
"188","5bdbfebb20ba5235f80016d7","942 000019749567",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"189","5bdbfebb20ba5235f8001700","942 000019750061",1970-01-01,"female","Composite","breeding","0","Belmont"
"190","5cae828320ba522fb400435a","942 000019750296",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"191","5ac41db6f169931cb0006f40","942 000020875622",1970-01-01,"female","Composite","breeding","0","Belmont"
"192","5a9ddfc3f1699321380050cc","942 000020875785",1970-01-01,"female","Composite","breeding","0","Belmont"
"193","5cef1f470d46417b69003748","942 000020875811",1970-01-01,"female","Composite","breeding","0","Belmont"
"194","5cef1f480d46417b6900374b","942 000020876998",1970-01-01,"female","Composite","breeding","0","Belmont"
"195","5cae828520ba522fb4004369","942 000020877475",1970-01-01,"female","Composite","breeding","0","Belmont"
"196","5a9ddfc3f1699321380050c6","942 000020937530",1970-01-01,"female","Composite","breeding","0","Belmont"
"197","5cef1f4a0d46417b69003758","942 000020942566",1970-01-01,"female","Composite","breeding","0","Belmont"
"198","5cef1f490d46417b69003754","942 000020942638",1970-01-01,"female","Composite","breeding","0","Belmont"
"199","5cef1f4c0d46417b69003764","942 000020942658",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"200","5a9ddfc3f1699321380050d1","942 000020942696",1970-01-01,"female","Composite","breeding","0","Belmont"
"201","5cae828420ba522fb4004363","942 000020942721",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"202","5a9ddfc3f1699321380050d0","942 000020942743",1970-01-01,"female","Composite","breeding","0","Belmont"
"203","5a9ddfc3f1699321380050b8","942 000020942788",1970-01-01,"female","Composite","breeding","0","Belmont"
"204","5a9ddfc3f1699321380050bf","942 000020942810",1970-01-01,"female","Composite","breeding","0","Belmont"
"205","5a9ddfc3f1699321380050d7","942 000020942829",1970-01-01,"female","Composite","breeding","0","Belmont"
"206","5ac42cfef169931cb0006ff3","942 000020942830",1970-01-01,"male","Composite","breeding","0","Belmont"
"207","5e8d7ac8a4150000d9007c00","942 000020942835",1970-01-01,"female","Composite","breeding","0","Belmont"
"208","5cef1f4d0d46417b6900376f","942 000020942842",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"209","5a9ddfc3f1699321380050ce","942 000020942845",1970-01-01,"female","Composite","breeding","0","Belmont"
"210","5a9ddfc3f1699321380050c8","942 000020942864",1970-01-01,"female","Composite","breeding","0","Belmont"
"211","5cef1f4e0d46417b69003770","942 000020942865",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"212","5cef1f4d0d46417b6900376d","942 000020942883",1970-01-01,"female","Composite","breeding","0","Belmont"
"213","5a9ddfc3f1699321380050b4","942 000020942890",2015-11-07,"female","Composite","breeding","43","Belmont"
"214","5cef1f470d46417b69003749","942 000020942928",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"215","5ac41db6f169931cb0006f41","942 000020942937",1970-01-01,"female","Composite","breeding","0","Belmont"
"216","5a9ddfc3f1699321380050cd","942 000020942968",1970-01-01,"female","Composite","breeding","0","Belmont"
"217","5ac4401df169931cb0007078","942 000020942987",1970-01-01,"male","Composite","breeding","0","Belmont"
"218","5a9ddfc3f1699321380050ca","942 000020943033",1970-01-01,"female","Composite","breeding","0","Belmont"
"219","5cef1f480d46417b6900374d","942 000020943040",1970-01-01,"female","Composite","breeding","0","Belmont"
"220","5a9ddfc3f1699321380050bb","942 000020943044",1970-01-01,"female","Composite","breeding","0","Belmont"
"221","5a9ddfc3f1699321380050b5","942 000020943064",1970-01-01,"female","Composite","breeding","0","Belmont"
"222","5cef1f4b0d46417b6900375e","942 000020943087",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"223","5ac41db6f169931cb0006f3d","942 000020943091",1970-01-01,"female","Composite","breeding","0","Belmont"
"224","5a9ddfc3f1699321380050b6","942 000020943095",1970-01-01,"female","Composite","breeding","0","Belmont"
"225","5a9ddfc3f1699321380050b2","942 000020943117",1970-01-01,"female","Composite","breeding","0","Belmont"
"226","5cef1f4a0d46417b6900375b","942 000020943129",2015-12-24,"female","xxxxxx","breeding","37","Belmont"
"227","5cef1f480d46417b6900374c","942 000020943133",1970-01-01,"female","Composite","breeding","0","Belmont"
"228","5a598b9e7f1f81045c6bf029","942 000020943146",1970-01-01,"female","Composite","breeding","0","Belmont"
"229","5ac41db6f169931cb0006f3f","942 000020943155",1970-01-01,"female","Composite","breeding","0","Belmont"
"230","5cef1f480d46417b69003750","942 000020943170",1970-01-01,"female","Composite","breeding","0","Belmont"
"231","5cac246820ba524c44007139","942 000020943188",1970-01-01,"female","Composite","breeding","0","Belmont"
"232","5a9ddfc3f1699321380050be","942 000020943205",1970-01-01,"female","Composite","breeding","0","Belmont"
"233","5cef1f490d46417b69003755","942 000020943218",2015-12-22,"female","Composite","breeding","42","Belmont"
"234","5a9ddfc3f1699321380050c5","942 000020943228",1970-01-01,"female","Composite","breeding","0","Belmont"
"235","5cef1f4d0d46417b6900376b","942 000020943234",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"236","5a9ddfc3f1699321380050c7","942 000020943255",1970-01-01,"female","Composite","breeding","0","Belmont"
"237","5cef1f4c0d46417b69003767","942 000020943263",1970-01-01,"female","Composite","breeding","0","Belmont"
"238","5a9ddfc3f1699321380050cb","942 000020943276",1970-01-01,"female","Composite","breeding","0","Belmont"
"239","5a9ddfc3f1699321380050d8","942 000020943294",1970-01-01,"female","Composite","breeding","0","Belmont"
"240","5cef1f4c0d46417b69003769","942 000020943297",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"241","5cef1f4a0d46417b6900375c","942 000020943307",1970-01-01,"female","Composite","breeding","0","Belmont"
"242","5a598b9e7f1f81045c6bf028","942 000020943338",1970-01-01,"female","Composite","breeding","0","Belmont"
"243","5a9ddfc3f1699321380050d2","942 000020943364",1970-01-01,"female","Composite","breeding","0","Belmont"
"244","5a9ddfc3f1699321380050bd","942 000020943368",1970-01-01,"female","Composite","breeding","0","Belmont"
"245","5a9ddfc3f1699321380050d4","942 000020943387",1970-01-01,"female","Composite","breeding","0","Belmont"
"246","5a9ddfc3f1699321380050d3","942 000020943423",1970-01-01,"female","Composite","breeding","0","Belmont"
"247","5a9ddfc3f1699321380050cf","942 000020943571",1970-01-01,"female","Composite","breeding","0","Belmont"
"248","5a9ddfc3f1699321380050b7","942 000020943640",2015-12-29,"female","Composite","breeding","53","Belmont"
"249","5cef1f4b0d46417b6900375d","942 000020943702",1970-01-01,"female","xxxxxx","breeding","0","Belmont"
"250","5a9ddfc3f1699321380050c1","942 000020943742",1970-01-01,"female","Composite","breeding","0","Belmont"
"251","5cef1f480d46417b6900374f","942 000020943779",2015-12-20,"female","Composite","breeding","39","Belmont"
"252","5cef1f4c0d46417b69003768","942 000020943842",1970-01-01,"female","Composite","breeding","0","Belmont"
"253","60e2f249104100006900307f","942 000020943868",1970-01-01,"xxxxxx","xxxxxx","growing","0","Belmont"
"254","5cef1f4a0d46417b69003757","942 000020943925",1970-01-01,"female","Composite","breeding","0","Belmont"
"255","5a9ddfc3f1699321380050c9","942 000020943973",1970-01-01,"female","Composite","breeding","0","Belmont"
"256","5cef1f470d46417b69003745","942 000020943992",1970-01-01,"female","Composite","breeding","0","Belmont"
"257","5cef1f4d0d46417b6900376a","942 000020944043",1970-01-01,"female","Composite","breeding","0","Belmont"
"258","5a9ddfc3f1699321380050c2","942 000020944049",1970-01-01,"female","Composite","breeding","0","Belmont"
