"","stationname","Date","RFID","dailywt","birthDate","sex","breed","birthWeight","weather_factor","age"
"186","Belmont",2017-02-17,"964 001010472390",150,"2016-10-21","male","Unknown",38,1,120
"187","Belmont",2017-02-17,"964 001010472914",150,"2016-10-19","female","Belmont Red",38,1,122
"188","Belmont",2017-02-17,"964 001010472895",146,"2016-11-18","male","Belmont Red",38,1,92
"189","Belmont",2017-02-17,"964 001010473387",131,"2016-10-11","male","Unknown",38,1,130
"190","Belmont",2017-02-18,"964 001010472722",100,"2016-12-05","female","Belmont Red",38,1,76
"191","Belmont",2017-02-18,"964 001010473198",123,"2016-11-29","male","Belmont Red",38,1,82
"192","Belmont",2017-02-18,"964 001010473357",120,"2016-11-23","male","Belmont Red",38,1,88
"193","Belmont",2017-02-18,"964 001010473387",134.5,"2016-10-11","male","Unknown",38,1,131
"194","Belmont",2017-02-18,"964 001010472461",147,"2016-10-17","male","Unknown",38,1,125
"195","Belmont",2017-02-18,"964 001010472390",152,"2016-10-21","male","Unknown",38,1,121
"196","Belmont",2017-02-19,"964 001010472895",151,"2016-11-18","male","Belmont Red",38,1,94
"197","Belmont",2017-02-19,"964 001010472390",156,"2016-10-21","male","Unknown",38,1,122
"198","Belmont",2017-02-19,"964 001010473387",135.5,"2016-10-11","male","Unknown",38,1,132
"199","Belmont",2017-02-19,"964 001010472722",102,"2016-12-05","female","Belmont Red",38,1,77
"200","Belmont",2017-02-19,"964 001010473357",124,"2016-11-23","male","Belmont Red",38,1,89
"201","Belmont",2017-02-19,"964 001010472461",146,"2016-10-17","male","Unknown",38,1,126
"202","Belmont",2017-02-20,"964 001010472914",152,"2016-10-19","female","Belmont Red",38,1,125
"203","Belmont",2017-02-20,"964 001010472367",119,"2016-11-21","female","Belmont Red",38,1,92
"204","Belmont",2017-02-20,"964 001010472390",153,"2016-10-21","male","Unknown",38,1,123
"205","Belmont",2017-02-20,"964 001010472895",151,"2016-11-18","male","Belmont Red",38,1,95
"206","Belmont",2017-02-20,"964 001010473198",127,"2016-11-29","male","Belmont Red",38,1,84
"207","Belmont",2017-02-20,"964 001010473357",124,"2016-11-23","male","Belmont Red",38,1,90
"208","Belmont",2017-02-20,"964 001010472461",146,"2016-10-17","male","Unknown",38,1,127
"209","Belmont",2017-02-21,"964 001010472722",102,"2016-12-05","female","Belmont Red",38,1,79
"210","Belmont",2017-02-21,"964 001010473198",130,"2016-11-29","male","Belmont Red",38,1,85
"211","Belmont",2017-02-21,"964 001010473387",137,"2016-10-11","male","Unknown",38,1,134
"212","Belmont",2017-02-21,"964 001010472461",150,"2016-10-17","male","Unknown",38,1,128
"213","Belmont",2017-02-21,"964 001010473357",125,"2016-11-23","male","Belmont Red",38,1,91
"214","Belmont",2017-02-21,"964 001010472895",152.5,"2016-11-18","male","Belmont Red",38,1,96
"215","Belmont",2017-02-22,"964 001010472722",103,"2016-12-05","female","Belmont Red",38,1,80
"216","Belmont",2017-02-23,"964 001010473387",138,"2016-10-11","male","Unknown",38,1,136
"217","Belmont",2017-02-23,"964 001010473198",130,"2016-11-29","male","Belmont Red",38,1,87
"218","Belmont",2017-02-23,"964 001010473357",124,"2016-11-23","male","Belmont Red",38,1,93
"219","Belmont",2017-02-23,"964 001010472367",125,"2016-11-21","female","Belmont Red",38,1,95
"220","Belmont",2017-02-23,"964 001010472390",158,"2016-10-21","male","Unknown",38,1,126
"221","Belmont",2017-02-23,"964 001010472516",106,"2016-12-25","female","Belmont Red",38,1,61
"222","Belmont",2017-02-23,"964 001010472461",150.5,"2016-10-17","male","Unknown",38,1,130
"223","Belmont",2017-02-24,"964 001010472390",160,"2016-10-21","male","Unknown",38,1,127
"224","Belmont",2017-02-24,"964 001010473357",128,"2016-11-23","male","Belmont Red",38,1,94
"225","Belmont",2017-02-24,"964 001010472367",125,"2016-11-21","female","Belmont Red",38,1,96
"226","Belmont",2017-02-24,"964 001010473198",134,"2016-11-29","male","Belmont Red",38,1,88
"227","Belmont",2017-02-24,"964 001010472461",150,"2016-10-17","male","Unknown",38,1,131
"228","Belmont",2017-02-24,"964 001010472559",100.5,"2017-01-02","female","Belmont Red",38,1,54
"229","Belmont",2017-02-25,"964 001010472895",160,"2016-11-18","male","Belmont Red",38,1,100
"230","Belmont",2017-02-25,"964 001010472461",152,"2016-10-17","male","Unknown",38,1,132
"231","Belmont",2017-02-25,"964 001010473357",129,"2016-11-23","male","Belmont Red",38,1,95
"232","Belmont",2017-02-25,"964 001010472390",162,"2016-10-21","male","Unknown",38,1,128
"233","Belmont",2017-02-26,"964 001010472722",109,"2016-12-05","female","Belmont Red",38,1,84
"234","Belmont",2017-02-26,"964 001010473387",147,"2016-10-11","male","Unknown",38,1,139
"235","Belmont",2017-02-26,"964 001010473357",130,"2016-11-23","male","Belmont Red",38,1,96
"236","Belmont",2017-02-26,"964 001010472773",134,"2016-11-25","male","Belmont Red",38,1,94
"237","Belmont",2017-02-26,"964 001010472559",102,"2017-01-02","female","Belmont Red",38,1,56
"238","Belmont",2017-02-26,"964 001010472552",112,"2016-12-26","male","Belmont Red",38,1,63
"239","Belmont",2017-02-26,"964 001010472390",167,"2016-10-21","male","Unknown",38,1,129
"240","Belmont",2017-02-26,"964 001010472895",159,"2016-11-18","male","Belmont Red",38,1,101
"241","Belmont",2017-02-26,"964 001010472461",152,"2016-10-17","male","Unknown",38,1,133
"242","Belmont",2017-02-27,"964 001010472722",109,"2016-12-05","female","Belmont Red",38,1,85
"243","Belmont",2017-02-27,"964 001010473357",126,"2016-11-23","male","Belmont Red",38,1,97
"244","Belmont",2017-02-27,"964 001010473198",131,"2016-11-29","male","Belmont Red",38,1,91
"245","Belmont",2017-02-28,"964 001010473387",138.5,"2016-10-11","male","Unknown",38,1,141
"246","Belmont",2017-02-28,"964 001010473357",126,"2016-11-23","male","Belmont Red",38,1,98
"247","Belmont",2017-02-28,"964 001010472895",155,"2016-11-18","male","Belmont Red",38,1,103
"248","Belmont",2017-02-28,"964 001010472461",152.5,"2016-10-17","male","Unknown",38,1,135
"249","Belmont",2017-02-28,"964 001010473198",135,"2016-11-29","male","Belmont Red",38,1,92
"250","Belmont",2017-03-01,"964 001010472722",109,"2016-12-05","female","Belmont Red",38,9,87
"251","Belmont",2017-03-01,"964 001010472390",160,"2016-10-21","male","Unknown",38,9,132
"252","Belmont",2017-03-01,"964 001010473387",137,"2016-10-11","male","Unknown",38,9,142
"253","Belmont",2017-03-01,"964 001010473357",126,"2016-11-23","male","Belmont Red",38,9,99
"254","Belmont",2017-03-01,"964 001010472914",155,"2016-10-19","female","Belmont Red",38,9,134
"255","Belmont",2017-03-01,"964 001010472461",149.5,"2016-10-17","male","Unknown",38,9,136
"256","Belmont",2017-03-02,"964 001010473387",139,"2016-10-11","male","Unknown",38,9,143
"257","Belmont",2017-03-02,"964 001010472461",151,"2016-10-17","male","Unknown",38,9,137
"258","Belmont",2017-03-02,"964 001010472895",157,"2016-11-18","male","Belmont Red",38,9,105
"259","Belmont",2017-03-02,"964 001010472914",81.5,"2016-10-19","female","Belmont Red",38,9,135
"260","Belmont",2017-03-02,"964 001010472722",110,"2016-12-05","female","Belmont Red",38,9,88
"261","Belmont",2017-03-02,"964 001010473357",130,"2016-11-23","male","Belmont Red",38,9,100
"262","Belmont",2017-03-02,"964 001010472559",103.25,"2017-01-02","female","Belmont Red",38,9,60
"263","Belmont",2017-03-02,"964 001010472390",163,"2016-10-21","male","Unknown",38,9,133
"264","Belmont",2017-03-03,"964 001010472914",157,"2016-10-19","female","Belmont Red",38,9,136
"265","Belmont",2017-03-03,"964 001010472390",159,"2016-10-21","male","Unknown",38,9,134
"266","Belmont",2017-03-03,"964 001010472722",113,"2016-12-05","female","Belmont Red",38,9,89
"267","Belmont",2017-03-03,"964 001010472461",152,"2016-10-17","male","Unknown",38,9,138
"268","Belmont",2017-03-03,"964 001010473387",138,"2016-10-11","male","Unknown",38,9,144
"269","Belmont",2017-03-04,"964 001010472461",151,"2016-10-17","male","Unknown",38,9,139
"270","Belmont",2017-03-04,"964 001010472516",112,"2016-12-25","female","Belmont Red",38,9,70
"271","Belmont",2017-03-04,"964 001010472722",113,"2016-12-05","female","Belmont Red",38,9,90
"272","Belmont",2017-03-04,"964 001010473387",139.5,"2016-10-11","male","Unknown",38,9,145
"273","Belmont",2017-03-04,"964 001010472390",160,"2016-10-21","male","Unknown",38,9,135
"274","Belmont",2017-03-04,"964 001010473357",129,"2016-11-23","male","Belmont Red",38,9,102
"275","Belmont",2017-03-04,"964 001010472895",158,"2016-11-18","male","Belmont Red",38,9,107
"276","Belmont",2017-03-05,"964 001010473357",131.5,"2016-11-23","male","Belmont Red",38,9,103
"277","Belmont",2017-03-05,"964 001010472895",159,"2016-11-18","male","Belmont Red",38,9,108
"278","Belmont",2017-03-05,"964 001010473387",108.25,"2016-10-11","male","Unknown",38,9,146
"279","Belmont",2017-03-05,"964 001010472367",132,"2016-11-21","female","Belmont Red",38,9,105
"280","Belmont",2017-03-05,"964 001010472461",150,"2016-10-17","male","Unknown",38,9,140
"281","Belmont",2017-03-06,"964 001010472390",158,"2016-10-21","male","Unknown",38,9,137
"282","Belmont",2017-03-06,"964 001010472722",85.25,"2016-12-05","female","Belmont Red",38,9,92
"283","Belmont",2017-03-06,"964 001010473357",129,"2016-11-23","male","Belmont Red",38,9,104
"284","Belmont",2017-03-06,"964 001010472895",161,"2016-11-18","male","Belmont Red",38,9,109
"285","Belmont",2017-03-06,"964 001010473387",136,"2016-10-11","male","Unknown",38,9,147
"286","Belmont",2017-03-07,"964 001010473357",135,"2016-11-23","male","Belmont Red",38,9,105
"287","Belmont",2017-03-07,"964 001010472722",114,"2016-12-05","female","Belmont Red",38,9,93
"288","Belmont",2017-03-07,"964 001010472895",164,"2016-11-18","male","Belmont Red",38,9,110
"289","Belmont",2017-03-07,"964 001010473387",141,"2016-10-11","male","Unknown",38,9,148
"290","Belmont",2017-03-08,"964 001010472722",119,"2016-12-05","female","Belmont Red",38,9,94
"291","Belmont",2017-03-09,"964 001010472461",153,"2016-10-17","male","Unknown",38,9,144
"292","Belmont",2017-03-09,"964 001010473387",140,"2016-10-11","male","Unknown",38,9,150
"293","Belmont",2017-03-13,"964 001010473357",140.5,"2016-11-23","male","Belmont Red",38,9,111
